,price,bedrooms
88232,510000.0,3
88335,630000.0,3
88672,372000.0,3
88683,410000.0,3
88738,489000.0,3
88748,503000.0,2
88898,705000.0,2
89217,407500.0,3
89262,485000.0,3
89481,785000.0,3
89892,485000.0,3
89902,505000.0,3
89908,515000.0,3
89928,542000.0,3
90275,1375000.0,3
90395,427000.0,3
90401,449000.0,3
91155,495000.0,3
91350,800000.0,4
91646,416000.0,3
92180,436000.0,2
92245,512000.0,3
92448,839000.0,3
93415,380000.0,1
93501,475000.0,3
93589,550000.0,2
93844,890000.0,4
94095,440000.0,2
94101,450000.0,3
94219,635000.0,3
94950,420000.0,3
95134,640000.0,3
95581,504000.0,3
95624,550000.0,3
96058,404000.0,3
96114,467000.0,3
96131,500000.0,3
96540,345000.0,2
96550,370000.0,2
96619,478000.0,2
97101,370000.0,1
97130,405000.0,2
97134,415000.0,2
97592,1400000.0,3
97714,425000.0,3
97796,587000.0,3
98576,435000.0,3
98792,690000.0,3
99141,387500.0,3
99214,485000.0,3
99288,593000.0,3
99416,825000.0,3
100282,430000.0,2
100393,590000.0,3
100835,376000.0,2
100864,420000.0,3
101078,620000.0,3
101192,761000.0,3
101541,420000.0,3
101548,432000.0,2
102357,355000.0,2
103063,390000.0,3
103691,450000.0,3
103990,852500.0,3
104432,575000.0,4
104979,399000.0,2
105162,870000.0,2
106462,325000.0,2
106496,377000.0,2
106643,550000.0,3
106985,387500.0,3
107557,450000.0,3
107571,470000.0,3
108199,435000.0,2
108789,412000.0,2
108791,415000.0,3
108879,535000.0,3
108933,600000.0,3
109027,756000.0,3
109389,515000.0,3
109839,427750.0,3
109868,450000.0,3
109892,477000.0,3
110139,840000.0,3
111033,455000.0,3
111096,565000.0,3
112066,435000.0,2
112100,495000.0,3
112110,508000.0,3
112542,326000.0,1
112543,327258.0,1
112581,400000.0,2
112592,410000.0,3
112599,420000.0,3
113272,575000.0,3
114226,390000.0,3
114272,470000.0,3
114307,520000.0,3
114366,590000.0,3
114381,605000.0,4
114794,440000.0,3
114847,520000.0,3
114974,670000.0,3
115273,375000.0,2
115301,400000.0,2
115329,432000.0,2
115347,462000.0,2
115383,505000.0,2
115824,383000.0,3
116342,368000.0,3
116353,389000.0,2
116375,420000.0,3
116436,480000.0,3
116479,520000.0,3
116524,567500.0,3
116568,615000.0,3
117498,398000.0,3
117501,400000.0,2
117518,420000.0,3
117606,545000.0,3
118026,367500.0,2
118205,595000.0,3
118585,427000.0,2
118857,840000.0,3
119128,432000.0,3
119140,455000.0,2
119201,550000.0,3
119743,465000.0,3
120434,640000.0,3
120540,765000.0,4
121762,430000.0,3
121774,455000.0,3
121775,455000.0,3
121837,530000.0,3
121838,530000.0,2
121884,585000.0,3
121887,587500.0,4
122313,385000.0,2
122319,395000.0,3
122409,510000.0,3
122936,468000.0,3
123139,790000.0,3
123479,400000.0,3
123481,400000.0,2
123507,435000.0,3
124140,442000.0,2
124849,397000.0,3
125390,405000.0,3
125412,435000.0,2
125502,539000.0,3
125512,550000.0,3
125627,750000.0,4
126013,520000.0,3
126496,410000.0,2
127109,410000.0,2
127122,423000.0,3
127201,521000.0,3
127520,1070000.0,3
128376,370000.0,2
128477,530000.0,4
128573,645000.0,3
128645,790000.0,4
129479,390000.0,2
129545,500000.0,3
130087,430000.0,3
130364,805000.0,3
130704,575000.0,3
132270,640000.0,3
133844,437500.0,2
134571,700000.0,3
135246,525000.0,3
135447,785000.0,3
136939,445000.0,2
137127,714000.0,3
137249,1130000.0,3
137828,751000.0,3
138847,328000.0,2
138885,385000.0,3
138893,395000.0,3
138915,425000.0,3
138960,465000.0,3
138998,490000.0,3
139044,529000.0,3
139049,535000.0,3
139205,695000.0,4
139225,718000.0,4
139547,385000.0,3
139550,392000.0,3
139563,410000.0,2
139617,485000.0,2
139694,577500.0,3
139773,670000.0,4
140035,382500.0,2
140044,400000.0,2
140060,427000.0,2
140076,449000.0,3
140126,515000.0,3
140156,565000.0,3
140525,370000.0,2
140555,415000.0,2
140757,715000.0,3
141073,375000.0,3
141091,388000.0,2
141239,575000.0,3
141307,635000.0,3
141309,635000.0,3
141705,520000.0,3
141890,910000.0,4
142847,427500.0,3
143069,750000.0,3
143123,945000.0,4
143468,565000.0,4
143633,825000.0,3
144384,410000.0,2
144581,612000.0,4
144753,830000.0,3
144772,880000.0,4
145606,437000.0,3
145724,580000.0,2
146160,418500.0,2
146836,605000.0,3
146871,650000.0,3
147208,413000.0,2
147241,455000.0,3
147256,469000.0,3
147557,1200000.0,3
147786,417000.0,2
147814,450000.0,3
147815,450000.0,3
147845,486500.0,2
149158,650000.0,3
149616,495000.0,3
149835,825000.0,3
150233,607000.0,3
150676,465000.0,3
150744,550000.0,4
150961,940000.0,3
151217,475000.0,3
152356,340000.0,2
152380,377000.0,2
152381,377500.0,3
152387,380000.0,3
152393,395000.0,3
152772,939000.0,3
153542,330000.0,1
153707,540000.0,3
153795,622000.0,3
153857,685000.0,4
154263,410000.0,2
154286,447500.0,2
154304,470000.0,3
154310,475000.0,3
154326,490000.0,3
154445,635000.0,3
154822,411000.0,2
154902,500000.0,3
156143,551000.0,3
156610,447000.0,3
158174,310000.0,2
158217,380000.0,2
158347,527000.0,3
158475,682500.0,4
158811,370000.0,3
159442,296000.0,2
159519,420000.0,2
159555,462000.0,3
159644,551000.0,3
159813,790000.0,4
160192,560000.0,4
160591,400000.0,2
160594,408000.0,3
160605,430000.0,3
161710,350000.0,1
161817,489000.0,3
162557,910000.0,3
163147,495000.0,3
163727,510000.0,3
163742,537000.0,3
164226,425000.0,2
164272,490000.0,3
164299,525000.0,3
164305,537000.0,3
164540,987500.0,3
164747,326000.0,2
164800,412000.0,3
164833,469521.0,2
164894,551500.0,3
165388,450000.0,2
165397,467500.0,2
165422,500000.0,2
165586,680000.0,2
166777,480000.0,3
167024,775000.0,3
167273,340000.0,2
168399,310000.0,2
168468,425000.0,2
168771,1050000.0,3
169133,491750.0,3
169259,625000.0,3
169308,670000.0,3
169455,916000.0,3
170617,385000.0,2
170630,410000.0,3
170639,420000.0,3
170646,431000.0,2
171229,385000.0,2
171283,465000.0,2
171821,425000.0,3
171843,451000.0,3
171848,455500.0,3
171951,620000.0,3
172026,750000.0,3
172056,810000.0,4
172410,510000.0,3
172968,514000.0,3
172969,514000.0,3
173023,572500.0,3
173313,1200000.0,4
173544,578500.0,3
173670,780000.0,3
174111,450000.0,3
174635,795000.0,3
174899,380000.0,2
174979,499900.0,3
175017,549900.0,3
175023,558000.0,2
175147,749500.0,2
175453,375000.0,2
175559,515000.0,3
175592,550000.0,3
175612,575000.0,3
176315,800500.0,3
176656,430000.0,2
176730,504000.0,3
176756,537500.0,3
176763,542500.0,3
176787,565000.0,3
176863,660000.0,4
177425,805000.0,3
177434,815000.0,3
178105,387700.0,2
178154,450000.0,3
178780,480000.0,2
178829,540000.0,2
178903,642000.0,3
179361,470000.0,3
179966,455000.0,3
180001,499000.0,2
180013,510000.0,4
180530,337000.0,3
180563,375000.0,3
180601,415000.0,2
180891,721000.0,3
182269,410000.0,3
182284,420000.0,2
182617,990000.0,4
182875,420500.0,2
182987,560000.0,3
183031,623000.0,4
184141,510000.0,3
184203,580000.0,3
184306,700000.0,4
184756,440000.0,2
184806,530000.0,3
184823,560000.0,3
185237,510000.0,3
185271,615000.0,3
185900,470800.0,3
185913,498000.0,3
185985,575000.0,4
186025,601000.0,3
186038,615000.0,4
186620,501000.0,3
187188,425000.0,3
187201,446000.0,2
187211,460000.0,2
187812,525000.0,3
187842,569000.0,3
187893,635000.0,3
187981,830000.0,4
187992,860000.0,4
188314,420000.0,3
188431,535000.0,2
188441,550000.0,3
188445,551000.0,3
188701,888000.0,3
188724,1010000.0,4
188747,1080000.0,3
190120,495000.0,3
190172,565000.0,3
190593,275000.0,1
190594,275000.0,1
191188,350000.0,2
191238,420500.0,2
191241,425000.0,1
191273,460000.0,3
191344,547000.0,3
191355,571000.0,3
191863,360000.0,2
191890,395000.0,3
191937,480000.0,3
191957,500000.0,3
192105,685000.0,3
192454,415000.0,3
192455,415000.0,2
192483,485000.0,3
192504,517000.0,3
192586,630000.0,2
193513,490000.0,3
193605,575000.0,4
193719,715000.0,3
194276,585000.0,3
194319,625000.0,3
194535,935000.0,3
194780,340000.0,2
194853,440000.0,3
194856,444000.0,2
194906,510000.0,3
195465,410000.0,2
195514,480000.0,3
195567,550000.0,3
195609,615000.0,3
195735,812000.0,3
196183,430500.0,2
196270,518000.0,3
196272,520000.0,3
197732,300000.0,3
197911,526000.0,3
197929,544000.0,3
198238,1050000.0,3
198571,476000.0,3
199136,395000.0,2
199175,466000.0,3
199248,540000.0,2
199283,582000.0,2
199787,370000.0,2
199813,410000.0,3
199922,575000.0,4
200768,712000.0,3
200951,1150000.0,4
200975,1326000.0,4
200976,1326000.0,4
201138,420000.0,2
201186,505000.0,2
202505,465000.0,3
202574,553000.0,3
202588,568000.0,4
202594,572500.0,3
203483,860000.0,3
203817,399000.0,3
203899,501000.0,3
204568,431000.0,3
204662,528000.0,3
204721,584000.0,3
205360,390000.0,3
205408,435000.0,3
205424,455000.0,3
205442,480000.0,3
206160,719000.0,3
206240,889000.0,3
206319,1110000.0,3
206857,512000.0,4
207142,1050000.0,3
207481,608000.0,4
207855,415000.0,3
207856,415000.0,2
207938,530000.0,3
207974,570000.0,3
208069,672500.0,2
208090,696700.0,3
208570,452000.0,3
208582,474000.0,3
208619,530000.0,3
208653,565000.0,3
208679,595000.0,2
208706,620000.0,2
208763,702000.0,3
208862,910000.0,3
209230,395000.0,2
209245,410000.0,2
209257,430000.0,3
209303,471000.0,3
209368,545000.0,3
209562,740000.0,3
210001,526000.0,3
210316,885000.0,3
211044,355000.0,2
211131,455100.0,3
211301,628000.0,3
211455,815000.0,3
211964,620000.0,3
212115,812711.0,4
212534,432000.0,3
212541,440000.0,3
212663,538000.0,3
212667,542500.0,3
212802,678000.0,3
213427,522500.0,2
213464,550000.0,3
214084,435000.0,2
214157,505000.0,3
214169,515000.0,3
214408,720000.0,3
214419,739000.0,4
215007,660500.0,2
215082,740000.0,3
215196,875000.0,3
216041,435000.0,2
216096,502000.0,3
216762,375000.0,2
216782,405000.0,2
216845,484000.0,3
216919,565000.0,3
217036,695000.0,4
217408,315000.0,2
217481,422000.0,2
217486,430000.0,3
217494,440000.0,2
217818,834420.0,3
218170,389000.0,2
218269,525000.0,3
218335,595000.0,3
218415,697000.0,3
218893,377500.0,2
218914,395000.0,2
218948,440000.0,3
219280,810000.0,4
219763,610000.0,3
220847,485000.0,3
220960,600000.0,3
221795,790000.0,4
222089,310000.0,1
222139,405000.0,2
222810,402500.0,2
222814,406000.0,3
222836,440000.0,2
222877,495000.0,3
223014,655000.0,3
223169,870000.0,4
223606,420000.0,3
223625,437500.0,2
223659,482500.0,2
223796,607000.0,4
223998,840000.0,3
224417,530000.0,2
224492,610000.0,3
224847,905000.0,3
225901,485000.0,3
225927,505000.0,2
225938,520000.0,2
226150,710800.0,4
226594,365000.0,3
226609,386000.0,2
226878,710000.0,4
227325,440000.0,2
227330,442500.0,2
227425,570000.0,3
227450,600000.0,3
227624,810000.0,4
228029,426000.0,2
228140,564000.0,3
228182,601000.0,3
228755,415000.0,2
228789,462000.0,2
228808,482500.0,3
228949,617000.0,3
229217,960000.0,3
230947,575000.0,3
231520,340500.0,1
231594,455000.0,3
231606,470000.0,3
231635,495000.0,3
231643,505000.0,3
231655,520000.0,2
231790,690000.0,3
231842,756000.0,3
232216,370000.0,3
232354,545000.0,3
232363,550000.0,3
232433,635000.0,4
232608,1000000.0,4
232978,480000.0,3
232984,490000.0,2
233068,585000.0,3
233098,622000.0,4
233286,950000.0,3
233626,432000.0,2
233628,433500.0,3
233643,447500.0,3
233672,470000.0,3
233734,530000.0,3
233840,640000.0,4
234322,440000.0,2
234325,445000.0,2
234341,477000.0,2
234381,535000.0,2
234402,545000.0,3
234596,715000.0,4
234653,762000.0,3
235601,440000.0,2
235759,617500.0,4
236256,380000.0,2
236315,440000.0,2
236491,652000.0,3
236590,795000.0,3
236986,475000.0,3
237016,510000.0,3
237077,565000.0,4
237080,575000.0,3
237286,810000.0,3
237374,1025000.0,3
237449,1560000.0,3
237626,355000.0,2
237679,430000.0,3
237687,440000.0,3
237763,520000.0,3
237779,535000.0,3
237886,650000.0,3
238448,440000.0,3
238465,452000.0,3
238482,468000.0,3
238497,475000.0,2
238525,495000.0,3
238556,512500.0,3
238564,517500.0,3
238598,545000.0,3
238604,550000.0,2
238898,830000.0,3
239232,470000.0,3
239233,470000.0,3
239765,426000.0,3
239853,557500.0,3
241351,430000.0,3
241554,430000.0,3
241994,418000.0,2
242794,485000.0,3
243581,472000.0,3
244240,490000.0,3
244249,505000.0,3
244293,560000.0,3
244637,445000.0,2
245201,620000.0,2
245215,645000.0,4
245272,750000.0,4
245551,460000.0,3
245620,570000.0,3
245986,400000.0,3
246039,485000.0,3
246137,625000.0,3
246725,403000.0,2
246747,440000.0,2
246784,488000.0,2
246829,545000.0,3
247242,470000.0,3
248199,535000.0,3
248627,405000.0,3
248651,450000.0,3
248656,455000.0,2
248766,585000.0,3
248811,656000.0,3
248890,782000.0,4
249480,385000.0,3
249523,465000.0,1
249976,375500.0,2
250466,360000.0,2
250485,390000.0,3
250510,423000.0,3
250518,434750.0,3
250750,800000.0,4
250758,820000.0,2
250787,972500.0,3
251038,390000.0,2
251091,439000.0,3
251092,439500.0,2
251170,540000.0,3
251639,465000.0,3
251641,472000.0,2
252111,364000.0,2
252121,376000.0,3
252159,445000.0,3
252678,417000.0,1
252722,485000.0,3
252734,506000.0,2
253256,475000.0,3
253404,700000.0,4
253420,730000.0,3
253695,379950.0,3
253764,492000.0,3
253852,620000.0,2
254334,495000.0,3
254341,505000.0,3
254891,595000.0,3
255017,780000.0,3
255036,806000.0,3
255645,535000.0,3
256096,390000.0,2
256120,422000.0,3
256235,582000.0,3
256241,585000.0,4
256663,384500.0,3
256851,630000.0,3
256901,695000.0,4
257251,330000.0,1
257802,325000.0,1
257968,543000.0,3
258233,985000.0,4
258645,718000.0,2
260050,400000.0,2
260055,403000.0,3
260061,415000.0,3
260194,600000.0,2
260227,633000.0,4
260728,440000.0,2
260844,605000.0,3
261446,515000.0,3
262102,436000.0,2
262135,476000.0,3
262191,537000.0,2
262200,550000.0,3
262218,568000.0,4
262261,621000.0,4
262749,468000.0,2
262772,505000.0,3
262862,627000.0,3
263730,437500.0,3
264005,405000.0,3
264692,447000.0,3
265061,1120000.0,4
265364,452000.0,3
265409,520000.0,3
265441,548500.0,3
265983,422500.0,2
266021,480000.0,4
266036,500000.0,3
266040,500000.0,3
266060,530000.0,3
266703,441000.0,2
266822,550000.0,3
266878,625000.0,3
266940,670000.0,3
267643,665000.0,3
267684,700000.0,3
267731,740000.0,3
267800,794000.0,2
268099,1185000.0,4
268926,521000.0,3
268940,555000.0,3
269041,680000.0,4
269157,860000.0,3
269564,500000.0,4
269588,526250.0,3
269909,1375000.0,4
270116,355000.0,2
270778,395000.0,3
270779,395000.0,2
270780,395000.0,2
270805,430000.0,2
271013,705000.0,2
271541,497500.0,3
271559,520000.0,3
272086,351500.0,1
272189,593000.0,3
273326,434000.0,3
273351,460000.0,3
273376,495000.0,3
273393,520000.0,3
273629,930000.0,2
274001,500000.0,2
274116,640000.0,3
274579,440000.0,3
274627,520000.0,3
274687,600000.0,3
275356,600000.0,2
276181,905000.0,2
276862,388930.0,2
276930,470000.0,3
276999,538000.0,3
277559,415000.0,3
277837,830000.0,3
277888,990000.0,4
277902,1110000.0,4
278141,387500.0,2
278203,460000.0,2
278265,540000.0,3
278808,385000.0,2
278853,450000.0,2
278854,450000.0,3
278859,452000.0,2
278893,522000.0,4
278919,560000.0,3
278996,652000.0,3
279229,1375000.0,4
279512,420000.0,1
279558,476000.0,2
279564,485000.0,2
279670,595000.0,3
279699,625000.0,4
279948,1085000.0,4
280519,902000.0,3
281194,560000.0,3
281197,565000.0,3
281215,588000.0,3
281770,460000.0,1
281817,530000.0,3
282287,345000.0,1
282407,535000.0,2
282481,630000.0,3
282491,646500.0,4
282686,980000.0,3
283099,565000.0,3
283584,367500.0,2
283628,443050.0,2
283647,463000.0,3
283705,532000.0,3
283779,615000.0,4
283798,640000.0,4
283829,669000.0,3
284633,325000.0,2
285208,381000.0,2
285276,482500.0,2
285319,560000.0,3
285410,730000.0,4
285762,429000.0,3
286060,1130000.0,3
286365,580500.0,3
286470,825000.0,4
286492,890000.0,3
286589,2020000.0,4
286746,360000.0,2
286785,428000.0,2
286791,439950.0,2
286797,445000.0,2
286872,550000.0,3
287257,452000.0,3
287642,410000.0,2
287668,465000.0,3
287706,535000.0,3
288110,393000.0,2
288111,395000.0,2
288175,521150.0,2
288214,600000.0,3
288570,455000.0,3
288619,540000.0,3
288625,555000.0,3
288814,957500.0,3
289057,378000.0,2
289089,436000.0,3
289150,537000.0,3
289350,890000.0,2
290024,412000.0,2
290066,480000.0,3
290136,575000.0,4
291432,445000.0,3
291482,525000.0,4
291509,584000.0,3
291880,530000.0,4
292269,447000.0,2
292321,540000.0,3
292671,447500.0,3
293120,508000.0,3
293131,545000.0,3
293566,535000.0,3
294135,605000.0,2
294207,722500.0,3
294301,965000.0,3
295143,412000.0,3
295254,630000.0,3
295255,630000.0,3
295659,510000.0,3
295756,697000.0,3
296190,495000.0,4
296205,515000.0,2
296740,457500.0,2
296762,485000.0,3
296780,515000.0,3
296796,530100.0,3
297557,465000.0,3
297732,839900.0,3
297992,430000.0,2
297994,440000.0,2
298067,565000.0,3
298140,665000.0,3
298467,385000.0,2
298911,420000.0,3
299396,435000.0,2
299428,516000.0,3
299447,545000.0,2
299468,570000.0,3
300481,1320000.0,3
300670,420000.0,2
300674,430000.0,2
300718,525000.0,3
300720,527500.0,3
300811,662000.0,4
301338,695000.0,3
301671,355000.0,1
301754,539000.0,3
301766,570000.0,4
302255,505000.0,3
302384,675000.0,3
302669,440000.0,3
302698,626000.0,4
302703,665000.0,4
302712,715000.0,3
303075,425000.0,2
303541,415000.0,3
303545,420000.0,2
303553,445000.0,3
303626,568500.0,3
304016,460000.0,2
304029,490000.0,2
304549,515000.0,3
304565,550000.0,3
304575,565000.0,2
305023,450000.0,3
305029,460000.0,2
305125,635000.0,2
306370,445000.0,3
306519,760000.0,3
307345,510000.0,3
307878,427000.0,3
308180,1077000.0,4
308421,640000.0,3
309191,1050000.0,3
309469,415000.0,3
309515,510000.0,3
310035,500000.0,3
310045,530000.0,2
310094,615000.0,3
310463,370000.0,3
310506,465000.0,2
311082,459000.0,2
311105,485750.0,3
311300,790000.0,3
311659,950000.0,3
312220,433000.0,2
312255,501000.0,3
312397,705000.0,3
312426,765000.0,3
312441,800000.0,3
312495,1035000.0,4
312517,1185000.0,3
312873,560000.0,3
312925,635000.0,4
312938,650000.0,3
313014,825000.0,3
313518,832500.0,3
313856,360000.0,2
313937,493000.0,2
313974,535000.0,3
314034,640000.0,3
314418,400000.0,3
314429,460000.0,3
314573,805650.0,3
315200,555000.0,3
315392,855000.0,4
315784,545000.0,2
315875,665000.0,3
316274,380000.0,2
316307,430000.0,2
316394,585000.0,3
316930,610000.0,3
317010,762000.0,3
317425,445000.0,3
317522,592000.0,2
317628,750000.0,3
317965,433000.0,2
318769,616750.0,4
318812,670000.0,4
318881,785000.0,4
319281,505000.0,2
319925,590000.0,4
320118,1050000.0,3
320430,527000.0,3
320453,570000.0,3
320518,670000.0,4
320571,789500.0,3
320642,1190000.0,3
320923,385000.0,2
321127,635000.0,3
323062,535000.0,2
323760,550000.0,4
323856,670000.0,4
323939,800000.0,3
324266,405500.0,2
324330,507000.0,3
324417,650000.0,4
324599,1375000.0,4
324855,445000.0,3
324871,475000.0,3
325091,695000.0,4
325512,590000.0,3
325601,760500.0,3
326719,501000.0,3
327284,460000.0,3
327297,475000.0,3
327309,497000.0,3
327828,380000.0,2
327837,400000.0,2
327995,630000.0,2
328391,322000.0,2
328526,520000.0,2
328541,535000.0,2
328571,575000.0,2
329070,500000.0,3
330154,385000.0,2
330244,511000.0,3
330824,433500.0,2
330994,665000.0,3
331013,695000.0,3
331064,758000.0,4
331394,381000.0,2
331979,385000.0,2
332002,420000.0,2
332012,436000.0,2
332099,535500.0,3
332127,562500.0,3
332661,468200.0,3
332706,603000.0,3
332743,688000.0,3
332772,772500.0,3
333208,415000.0,3
333227,431000.0,2
333228,435000.0,3
333244,452500.0,3
333293,516100.0,3
333386,630000.0,3
333406,651000.0,3
333843,450000.0,3
333926,590000.0,2
334420,530000.0,3
334913,372797.0,2
335097,660000.0,4
335199,860000.0,3
335229,945000.0,4
335599,445000.0,3
335603,450000.0,2
335609,452500.0,3
335664,535000.0,4
336350,970000.0,3
336800,430000.0,2
336805,435000.0,2
336832,465000.0,2
336962,635000.0,3
337029,735000.0,3
337491,536000.0,3
337555,630000.0,4
337590,675000.0,2
337599,695000.0,4
338031,460000.0,3
338036,465000.0,3
338144,600000.0,3
